id,price
4907206,184.0439453125
1559912,179.6474609375
10658564,184.0439453125
5373674,81.77587890625
13006794,167.1376953125
21245946,157.77392578125
4628603,149.66162109375
23184876,349.34912109375
8975190,150.96240234375
10358108,159.07421875
4796592,80.4755859375
648047,159.07421875
17690699,171.01513671875
27603879,64.185546875
4823529,160.634765625
15435899,83.07666015625
21120246,127.0078125
27191858,64.9658203125
24121885,160.634765625
9523431,184.0439453125
17150899,203.08154296875
7350310,162.97607421875
843499,166.87744140625
1097816,419.70556640625
19132312,184.849609375
2608391,85.67724609375
25369155,80.4755859375
16313547,116.443359375
17839487,106.74560546875
4813259,106.74560546875
24970249,104.5029296875
3272552,178.77099609375
19069994,111.2412109375
29635607,158.24853515625
25077481,81.255859375
29009445,82.83642578125
8101762,146.09619140625
14200676,174.060546875
287814,103.6494140625
26571746,107.55078125
24288820,140.943359375
4581556,81.255859375
26985356,205.91748046875
16965072,217.28759765625
7358093,106.74560546875
20511790,86.5791015625
20308927,345.548828125
27014270,157.77392578125
13522873,184.0439453125
22143658,157.77392578125
14549011,184.0439453125
783202,159.33447265625
19546150,42.1025390625
21413175,106.74560546875
20286105,205.86669921875
9685104,181.72802734375
10359702,88.634765625
4069681,193.14892578125
21309449,106.5107421875
13698284,179.6474609375
21802458,205.3466796875
4695408,160.375
13899190,161.1552734375
7776880,319.060546875
3216134,158.0341796875
6582467,80.4755859375
14176519,58.677734375
15554154,65.74609375
18669019,60.212890625
11062438,112.28173828125
26014359,153.27783203125
8635762,64.185546875
7173864,81.77587890625
7798060,80.4755859375
27363172,297.84619140625
19815527,158.2939453125
15805025,106.74560546875
28513631,85.798828125
987616,473.30419921875
3720404,80.4755859375
17368490,134.412109375
2210615,269.9267578125
13879965,159.5947265625
23881662,206.126953125
26712981,179.6474609375
17384137,218.89892578125
16649773,158.0341796875
26004087,368.7900390625
10609103,173.35595703125
16765113,106.74560546875
3529500,195.2294921875
9475052,102.869140625
13999301,184.0439453125
8813547,158.55419921875
26869774,65.74609375
21137287,80.4755859375
5470363,88.634765625
21509260,53.9404296875
16313098,271.74755859375
29658316,277.10888671875
25266473,230.57666015625
22425516,159.07421875
25637401,158.0341796875
21751800,210.5771484375
10413492,113.322265625
1387431,82.2958984375
10424679,184.0439453125
1639762,180.94775390625
13577423,85.67724609375
20071791,297.84619140625
796523,337.716796875
29233046,62.36474609375
7898302,184.0439453125
21254993,66.00634765625
9361107,193.92919921875
3561828,106.74560546875
23303565,328.61181640625
9194718,137.412109375
22524377,80.4755859375
27597929,209.27685546875
22130642,102.34912109375
26527359,255.80908203125
6853661,160.375
21255711,314.45458984375
21898686,193.40869140625
27010922,106.74560546875
9026590,85.67724609375
21232082,184.0439453125
4710315,150.18212890625
2650690,106.74560546875
1300097,106.74560546875
20091561,337.62841796875
22100074,80.4755859375
63610,54.46044921875
19242837,62.36474609375
19780093,202.041015625
17592601,88.634765625
9125917,162.97607421875
13644095,159.07421875
14111626,203.341796875
9786398,80.99560546875
29655002,106.74560546875
27485377,129.60888671875
22600667,209.50830078125
21591942,225.82373046875
26448768,62.36474609375
13430210,184.0439453125
16026000,158.814453125
96471,102.34912109375
7001872,158.2939453125
18910648,214.71044921875
27227840,161.1552734375
28107658,274.32373046875
13641909,184.0439453125
26417414,208.2080078125
18176798,159.5947265625
4208547,134.57958984375
26750453,64.9658203125
24970116,86.5791015625
22353249,184.0439453125
45542,204.30615234375
16178326,171.01513671875
13289643,160.375
22229793,80.99560546875
13714127,160.634765625
21366188,16.09228515625
27795234,63.4052734375
28227271,80.4755859375
25635216,157.77392578125
25353132,83.85693359375
12362194,184.0439453125
2288762,112.28173828125
28494807,184.0439453125
22192285,162.97607421875
9631464,282.07958984375
11176819,158.0341796875
15520503,81.255859375
9532665,137.51171875
27551807,629.90869140625
23626799,347.7001953125
3602534,159.07421875
1137093,252.92822265625
26867888,104.169921875
29545335,106.74560546875
17157615,209.796875
17134357,158.2939453125
29460217,106.74560546875
23722695,302.81689453125
9900650,184.0439453125
15216398,82.2958984375
9327458,81.255859375
27132152,302.341796875
7194538,503.28955078125
26229979,231.3818359375
4393126,133.8955078125
5123033,282.07958984375
19910558,60.212890625
21923649,38.36474609375
13388929,253.43994140625
23270071,159.5947265625
5457251,184.0439453125
9776054,270.611328125
8035074,160.375
1280412,106.74560546875
18949137,159.5947265625
20917759,106.74560546875
14715470,299.55615234375
21268535,204.1220703125
9877776,184.0439453125
11304836,128.619140625
12916955,297.84619140625
22543874,153.27783203125
13031854,103.90966796875
14281481,202.30126953125
11643472,184.3291015625
27519196,31.66943359375
9825420,106.74560546875
20836787,21.0341796875
10279086,102.869140625
6085932,131.978515625
20269650,228.00048828125
9156162,106.74560546875
21550302,84.75830078125
20682663,182.24853515625
29009479,184.0439453125
10038410,34.203125
17568638,134.67578125
16281547,230.57666015625
8935528,153.27783203125
27815089,157.77392578125
5733204,184.0439453125
17889021,88.634765625
3029690,133.63525390625
13056650,296.197265625
15598548,103.12939453125
28129768,64.9658203125
15082723,80.7353515625
16289001,106.74560546875
15468765,80.4755859375
29336346,62.36474609375
14716742,106.74560546875
23289645,209.27685546875
24135740,414.49462890625
12287938,85.67724609375
690516,103.12939453125
13092405,134.67578125
7062446,184.0439453125
13020422,82.55615234375
8341669,179.6474609375
23164612,81.515625
26847195,159.5947265625
3171880,35.763671875
19588835,148.88134765625
